antecedent,consequent,support,confidence,lift
{tropical fruit whole milk}, {other vegetables sausage}, 0.014, 0.117, 1.257
{other vegetables}, {tropical fruit whole milk sausage}, 0.014, 0.036, 1.224
{other vegetables tropical fruit}, {whole milk sausage}, 0.014, 0.149, 1.392
{other vegetables sausage}, {tropical fruit whole milk}, 0.014, 0.146, 1.257
{tropical fruit}, {other vegetables whole milk sausage}, 0.014, 0.058, 1.157
{sausage}, {other vegetables tropical fruit whole milk}, 0.014, 0.066, 1.306
{tropical fruit sausage}, {other vegetables whole milk}, 0.014, 0.249, 1.3
{whole milk sausage}, {other vegetables tropical fruit}, 0.014, 0.127, 1.392
{other vegetables tropical fruit whole milk}, {sausage}, 0.014, 0.269, 1.306
{other vegetables tropical fruit sausage}, {whole milk}, 0.014, 0.582, 1.271
{other vegetables whole milk}, {bottled water}, 0.056, 0.294, 1.374
{whole milk}, {other vegetables bottled water}, 0.056, 0.123, 1.306
{other vegetables}, {bottled water whole milk}, 0.056, 0.149, 1.328
{other vegetables bottled water}, {whole milk}, 0.056, 0.598, 1.306
{bottled water}, {other vegetables whole milk}, 0.056, 0.263, 1.374
{bottled water whole milk}, {other vegetables}, 0.056, 0.5, 1.328
{other vegetables whole milk}, {bottled water curd}, 0.012, 0.06, 1.823
{other vegetables bottled water whole milk}, {curd}, 0.012, 0.205, 1.701
{whole milk}, {other vegetables bottled water curd}, 0.012, 0.025, 1.466
{bottled water curd}, {other vegetables whole milk}, 0.012, 0.349, 1.823
{bottled water curd whole milk}, {other vegetables}, 0.012, 0.577, 1.532
{other vegetables}, {bottled water curd whole milk}, 0.012, 0.031, 1.532
{other vegetables bottled water}, {curd whole milk}, 0.012, 0.123, 1.933
{bottled water}, {other vegetables curd whole milk}, 0.012, 0.054, 1.864
{other vegetables curd whole milk}, {bottled water}, 0.012, 0.398, 1.864
{other vegetables curd}, {bottled water whole milk}, 0.012, 0.224, 1.992
{other vegetables bottled water curd}, {whole milk}, 0.012, 0.672, 1.466
{curd}, {other vegetables bottled water whole milk}, 0.012, 0.096, 1.701
{bottled water whole milk}, {other vegetables curd}, 0.012, 0.103, 1.992
{curd whole milk}, {other vegetables bottled water}, 0.012, 0.181, 1.933
{other vegetables whole milk}, {bottled water brown bread}, 0.012, 0.063, 1.659
{other vegetables bottled water whole milk}, {brown bread}, 0.012, 0.215, 1.578
{whole milk}, {other vegetables brown bread bottled water}, 0.012, 0.026, 1.578
{other vegetables brown bread whole milk}, {bottled water}, 0.012, 0.353, 1.654
{other vegetables brown bread bottled water}, {whole milk}, 0.012, 0.723, 1.578
{other vegetables}, {bottled water brown bread whole milk}, 0.012, 0.032, 1.371
{other vegetables bottled water}, {brown bread whole milk}, 0.012, 0.128, 1.84
{bottled water}, {other vegetables brown bread whole milk}, 0.012, 0.056, 1.654
{brown bread whole milk}, {other vegetables bottled water}, 0.012, 0.173, 1.84
{bottled water brown bread whole milk}, {other vegetables}, 0.012, 0.516, 1.371
{bottled water whole milk}, {other vegetables brown bread}, 0.012, 0.107, 1.795
{brown bread}, {other vegetables bottled water whole milk}, 0.012, 0.089, 1.578
{bottled water brown bread}, {other vegetables whole milk}, 0.012, 0.318, 1.659
{other vegetables brown bread}, {bottled water whole milk}, 0.012, 0.202, 1.795
{whole milk frankfurter}, {other vegetables bottled water}, 0.013, 0.185, 1.969
{other vegetables whole milk}, {bottled water frankfurter}, 0.013, 0.066, 1.742
{bottled water frankfurter}, {other vegetables whole milk}, 0.013, 0.333, 1.742
{other vegetables bottled water whole milk}, {frankfurter}, 0.013, 0.224, 1.627
{whole milk}, {other vegetables bottled water frankfurter}, 0.013, 0.027, 1.506
{other vegetables}, {bottled water frankfurter whole milk}, 0.013, 0.033, 1.587
{other vegetables bottled water}, {whole milk frankfurter}, 0.013, 0.134, 1.969
{other vegetables frankfurter whole milk}, {bottled water}, 0.013, 0.377, 1.764
{bottled water frankfurter whole milk}, {other vegetables}, 0.013, 0.598, 1.587
{bottled water}, {other vegetables frankfurter whole milk}, 0.013, 0.059, 1.764
{other vegetables bottled water frankfurter}, {whole milk}, 0.013, 0.69, 1.506
{other vegetables frankfurter}, {bottled water whole milk}, 0.013, 0.206, 1.832
{bottled water whole milk}, {other vegetables frankfurter}, 0.013, 0.112, 1.832
{frankfurter}, {other vegetables bottled water whole milk}, 0.013, 0.091, 1.627
{other vegetables whole milk}, {bottled water shopping bags}, 0.013, 0.066, 1.561
{other vegetables bottled water whole milk}, {shopping bags}, 0.013, 0.224, 1.33
{whole milk}, {other vegetables bottled water shopping bags}, 0.013, 0.027, 1.371
{whole milk shopping bags}, {other vegetables bottled water}, 0.013, 0.138, 1.466
{bottled water shopping bags whole milk}, {other vegetables}, 0.013, 0.51, 1.355
{bottled water shopping bags}, {other vegetables whole milk}, 0.013, 0.299, 1.561
{other vegetables}, {bottled water shopping bags whole milk}, 0.013, 0.033, 1.355
{other vegetables bottled water}, {whole milk shopping bags}, 0.013, 0.134, 1.466
{shopping bags}, {other vegetables bottled water whole milk}, 0.013, 0.075, 1.33
{bottled water}, {other vegetables shopping bags whole milk}, 0.013, 0.059, 1.373
{other vegetables shopping bags}, {bottled water whole milk}, 0.013, 0.172, 1.53
{other vegetables shopping bags whole milk}, {bottled water}, 0.013, 0.293, 1.373
{bottled water whole milk}, {other vegetables shopping bags}, 0.013, 0.112, 1.53
{other vegetables bottled water shopping bags}, {whole milk}, 0.013, 0.628, 1.371
{bottled beer whole milk}, {other vegetables bottled water}, 0.013, 0.15, 1.599
{other vegetables whole milk}, {bottled water bottled beer}, 0.013, 0.067, 1.664
{other vegetables bottled water whole milk}, {bottled beer}, 0.013, 0.228, 1.438
{whole milk}, {other vegetables bottled water bottled beer}, 0.013, 0.028, 1.436
{bottled water bottled beer whole milk}, {other vegetables}, 0.013, 0.556, 1.475
{other vegetables}, {bottled water bottled beer whole milk}, 0.013, 0.034, 1.475
{other vegetables bottled water bottled beer}, {whole milk}, 0.013, 0.658, 1.436
{other vegetables bottled water}, {bottled beer whole milk}, 0.013, 0.137, 1.599
{bottled water}, {other vegetables bottled beer whole milk}, 0.013, 0.06, 1.549
{other vegetables bottled beer whole milk}, {bottled water}, 0.013, 0.331, 1.549
{bottled water whole milk}, {other vegetables bottled beer}, 0.013, 0.114, 1.667
{bottled beer}, {other vegetables bottled water whole milk}, 0.013, 0.081, 1.438
{other vegetables bottled beer}, {bottled water whole milk}, 0.013, 0.187, 1.667
{bottled water bottled beer}, {other vegetables whole milk}, 0.013, 0.318, 1.664
{other vegetables canned beer whole milk}, {bottled water}, 0.013, 0.342, 1.603
{other vegetables whole milk}, {bottled water canned beer}, 0.013, 0.067, 1.696
{other vegetables bottled water whole milk}, {canned beer}, 0.013, 0.228, 1.382
{whole milk}, {other vegetables canned beer bottled water}, 0.013, 0.028, 1.455
{other vegetables}, {bottled water canned beer whole milk}, 0.013, 0.034, 1.459
{bottled water canned beer}, {other vegetables whole milk}, 0.013, 0.325, 1.696
{canned beer}, {other vegetables bottled water whole milk}, 0.013, 0.078, 1.382
{other vegetables bottled water}, {canned beer whole milk}, 0.013, 0.137, 1.566
{other vegetables canned beer}, {bottled water whole milk}, 0.013, 0.191, 1.698
{bottled water}, {other vegetables canned beer whole milk}, 0.013, 0.06, 1.603
{canned beer whole milk}, {other vegetables bottled water}, 0.013, 0.147, 1.566
{bottled water whole milk}, {other vegetables canned beer}, 0.013, 0.114, 1.698
{bottled water canned beer whole milk}, {other vegetables}, 0.013, 0.549, 1.459
{other vegetables canned beer bottled water}, {whole milk}, 0.013, 0.667, 1.455
{other vegetables whole milk}, {pastry bottled water}, 0.013, 0.067, 1.537
{other vegetables bottled water whole milk}, {pastry}, 0.013, 0.228, 1.286
{pastry other vegetables bottled water}, {whole milk}, 0.013, 0.641, 1.399
{whole milk}, {pastry other vegetables bottled water}, 0.013, 0.028, 1.399
{pastry}, {other vegetables bottled water whole milk}, 0.013, 0.072, 1.286
{pastry other vegetables}, {bottled water whole milk}, 0.013, 0.179, 1.595
{other vegetables}, {pastry bottled water whole milk}, 0.013, 0.034, 1.428
{other vegetables bottled water}, {pastry whole milk}, 0.013, 0.137, 1.5
{pastry whole milk}, {other vegetables bottled water}, 0.013, 0.141, 1.5
{bottled water}, {pastry other vegetables whole milk}, 0.013, 0.06, 1.435
{pastry bottled water}, {other vegetables whole milk}, 0.013, 0.294, 1.537
{bottled water whole milk}, {pastry other vegetables}, 0.013, 0.114, 1.595
{pastry other vegetables whole milk}, {bottled water}, 0.013, 0.307, 1.435
{pastry bottled water whole milk}, {other vegetables}, 0.013, 0.538, 1.428
{bottled water pip fruit whole milk}, {other vegetables}, 0.013, 0.559, 1.485
{other vegetables whole milk}, {bottled water pip fruit}, 0.013, 0.07, 1.72
{bottled water pip fruit}, {other vegetables whole milk}, 0.013, 0.329, 1.72
{other vegetables bottled water whole milk}, {pip fruit}, 0.013, 0.237, 1.392
{whole milk}, {other vegetables pip fruit bottled water}, 0.013, 0.029, 1.351
{other vegetables}, {bottled water pip fruit whole milk}, 0.013, 0.035, 1.485
{other vegetables bottled water}, {pip fruit whole milk}, 0.013, 0.142, 1.634
{pip fruit whole milk}, {other vegetables bottled water}, 0.013, 0.153, 1.634
{bottled water whole milk}, {other vegetables pip fruit}, 0.013, 0.119, 1.641
{bottled water}, {other vegetables pip fruit whole milk}, 0.013, 0.062, 1.57
{pip fruit}, {other vegetables bottled water whole milk}, 0.013, 0.078, 1.392
{other vegetables pip fruit bottled water}, {whole milk}, 0.013, 0.619, 1.351
{other vegetables pip fruit}, {bottled water whole milk}, 0.013, 0.184, 1.641
{other vegetables pip fruit whole milk}, {bottled water}, 0.013, 0.335, 1.57
{whole milk citrus fruit}, {other vegetables bottled water}, 0.014, 0.15, 1.598
{other vegetables whole milk}, {bottled water citrus fruit}, 0.014, 0.072, 1.603
{bottled water citrus fruit}, {other vegetables whole milk}, 0.014, 0.307, 1.603
{other vegetables bottled water whole milk}, {citrus fruit}, 0.014, 0.247, 1.329
{whole milk}, {other vegetables bottled water citrus fruit}, 0.014, 0.03, 1.437
{other vegetables}, {bottled water whole milk citrus fruit}, 0.014, 0.037, 1.559
{other vegetables bottled water}, {whole milk citrus fruit}, 0.014, 0.148, 1.598
{other vegetables whole milk citrus fruit}, {bottled water}, 0.014, 0.325, 1.522
{bottled water whole milk citrus fruit}, {other vegetables}, 0.014, 0.587, 1.559
{bottled water}, {other vegetables whole milk citrus fruit}, 0.014, 0.065, 1.522
{other vegetables citrus fruit}, {bottled water whole milk}, 0.014, 0.179, 1.591
{bottled water whole milk}, {other vegetables citrus fruit}, 0.014, 0.123, 1.591
{citrus fruit}, {other vegetables bottled water whole milk}, 0.014, 0.075, 1.329
{other vegetables bottled water citrus fruit}, {whole milk}, 0.014, 0.659, 1.437
{other vegetables bottled water root vegetables}, {whole milk}, 0.015, 0.584, 1.275
{other vegetables whole milk}, {bottled water root vegetables}, 0.015, 0.079, 1.461
{other vegetables bottled water whole milk}, {root vegetables}, 0.015, 0.269, 1.168
{other vegetables root vegetables whole milk}, {bottled water}, 0.015, 0.333, 1.56
{whole milk}, {other vegetables bottled water root vegetables}, 0.015, 0.033, 1.275
{other vegetables}, {bottled water root vegetables whole milk}, 0.015, 0.04, 1.284
{other vegetables bottled water}, {whole milk root vegetables}, 0.015, 0.161, 1.425
{other vegetables root vegetables}, {bottled water whole milk}, 0.015, 0.161, 1.431
{bottled water root vegetables}, {other vegetables whole milk}, 0.015, 0.28, 1.461
{root vegetables}, {other vegetables bottled water whole milk}, 0.015, 0.066, 1.168
{bottled water}, {other vegetables root vegetables whole milk}, 0.015, 0.071, 1.56
{whole milk root vegetables}, {other vegetables bottled water}, 0.015, 0.134, 1.425
{bottled water root vegetables whole milk}, {other vegetables}, 0.015, 0.484, 1.284
{bottled water whole milk}, {other vegetables root vegetables}, 0.015, 0.135, 1.431
{bottled water tropical fruit whole milk}, {other vegetables}, 0.015, 0.509, 1.351
{other vegetables whole milk}, {bottled water tropical fruit}, 0.015, 0.079, 1.401
{other vegetables bottled water whole milk}, {tropical fruit}, 0.015, 0.269, 1.153
{whole milk}, {other vegetables bottled water tropical fruit}, 0.015, 0.033, 1.288
{tropical fruit whole milk}, {other vegetables bottled water}, 0.015, 0.13, 1.384
{other vegetables}, {bottled water tropical fruit whole milk}, 0.015, 0.04, 1.351
{other vegetables tropical fruit}, {bottled water whole milk}, 0.015, 0.166, 1.475
{other vegetables bottled water}, {tropical fruit whole milk}, 0.015, 0.161, 1.384
{tropical fruit}, {other vegetables bottled water whole milk}, 0.015, 0.065, 1.153
{bottled water}, {other vegetables tropical fruit whole milk}, 0.015, 0.071, 1.401
{bottled water tropical fruit}, {other vegetables whole milk}, 0.015, 0.268, 1.401
{bottled water whole milk}, {other vegetables tropical fruit}, 0.015, 0.135, 1.475
{other vegetables tropical fruit whole milk}, {bottled water}, 0.015, 0.299, 1.401
{other vegetables bottled water tropical fruit}, {whole milk}, 0.015, 0.59, 1.288
{other vegetables bottled water sausage}, {whole milk}, 0.016, 0.63, 1.375
{other vegetables whole milk}, {bottled water sausage}, 0.016, 0.084, 1.715
{other vegetables bottled water whole milk}, {sausage}, 0.016, 0.288, 1.396
{other vegetables whole milk sausage}, {bottled water}, 0.016, 0.321, 1.504
{whole milk}, {other vegetables bottled water sausage}, 0.016, 0.035, 1.375
{other vegetables}, {bottled water whole milk sausage}, 0.016, 0.043, 1.507
{other vegetables bottled water}, {whole milk sausage}, 0.016, 0.172, 1.609
{other vegetables sausage}, {bottled water whole milk}, 0.016, 0.174, 1.549
{bottled water sausage}, {other vegetables whole milk}, 0.016, 0.328, 1.715
{sausage}, {other vegetables bottled water whole milk}, 0.016, 0.078, 1.396
{bottled water}, {other vegetables whole milk sausage}, 0.016, 0.076, 1.504
{whole milk sausage}, {other vegetables bottled water}, 0.016, 0.151, 1.609
{bottled water whole milk sausage}, {other vegetables}, 0.016, 0.568, 1.507
{bottled water whole milk}, {other vegetables sausage}, 0.016, 0.144, 1.549
{other vegetables soda}, {whole milk}, 0.069, 0.558, 1.218
{other vegetables whole milk}, {soda}, 0.069, 0.362, 1.155
{whole milk}, {other vegetables soda}, 0.069, 0.151, 1.218
{soda}, {other vegetables whole milk}, 0.069, 0.221, 1.155
{other vegetables}, {soda whole milk}, 0.069, 0.184, 1.217
{soda whole milk}, {other vegetables}, 0.069, 0.458, 1.217
{UHT-milk}, {other vegetables soda whole milk}, 0.01, 0.127, 1.84
{other vegetables soda}, {UHT-milk whole milk}, 0.01, 0.081, 1.988
{other vegetables whole milk}, {soda UHT-milk}, 0.01, 0.052, 1.905
{other vegetables soda whole milk}, {UHT-milk}, 0.01, 0.144, 1.84
{whole milk}, {other vegetables soda UHT-milk}, 0.01, 0.022, 1.468
{soda}, {other vegetables UHT-milk whole milk}, 0.01, 0.032, 1.447
{other vegetables soda UHT-milk}, {whole milk}, 0.01, 0.672, 1.468
{other vegetables UHT-milk whole milk}, {soda}, 0.01, 0.453, 1.447
{other vegetables}, {soda UHT-milk whole milk}, 0.01, 0.027, 1.698
{soda UHT-milk whole milk}, {other vegetables}, 0.01, 0.639, 1.698
{soda whole milk}, {other vegetables UHT-milk}, 0.01, 0.066, 1.698
{UHT-milk whole milk}, {other vegetables soda}, 0.01, 0.247, 1.988
{soda UHT-milk}, {other vegetables whole milk}, 0.01, 0.364, 1.905
{other vegetables UHT-milk}, {soda whole milk}, 0.01, 0.257, 1.698
{other vegetables soda whole milk}, {fruit/vegetable juice}, 0.011, 0.152, 1.215
{other vegetables soda}, {fruit/vegetable juice whole milk}, 0.011, 0.085, 1.359
{other vegetables whole milk}, {fruit/vegetable juice soda}, 0.011, 0.055, 1.246
{whole milk}, {other vegetables fruit/vegetable juice soda}, 0.011, 0.023, 1.193
{soda}, {other vegetables fruit/vegetable juice whole milk}, 0.011, 0.034, 1.108
{other vegetables fruit/vegetable juice soda}, {whole milk}, 0.011, 0.547, 1.193
{other vegetables fruit/vegetable juice whole milk}, {soda}, 0.011, 0.347, 1.108
{other vegetables}, {fruit/vegetable juice soda whole milk}, 0.011, 0.028, 1.21
{soda whole milk}, {other vegetables fruit/vegetable juice}, 0.011, 0.07, 1.324
{fruit/vegetable juice soda whole milk}, {other vegetables}, 0.011, 0.456, 1.21
{fruit/vegetable juice soda}, {other vegetables whole milk}, 0.011, 0.238, 1.246
{fruit/vegetable juice whole milk}, {other vegetables soda}, 0.011, 0.169, 1.359
{fruit/vegetable juice}, {other vegetables soda whole milk}, 0.011, 0.084, 1.215
{other vegetables fruit/vegetable juice}, {soda whole milk}, 0.011, 0.2, 1.324
{other vegetables soda whole milk}, {margarine}, 0.011, 0.156, 1.33
{other vegetables soda}, {margarine whole milk}, 0.011, 0.087, 1.458
{other vegetables whole milk}, {margarine soda}, 0.011, 0.056, 1.389
{whole milk}, {margarine other vegetables soda}, 0.011, 0.024, 1.291
{soda}, {margarine other vegetables whole milk}, 0.011, 0.034, 1.264
{margarine other vegetables soda}, {whole milk}, 0.011, 0.592, 1.291
